ID,TYPE,NAME,LATITUDE,LONGITUDE,COUNTRY,REGION
32096,small_airport,Ólafsfjörður Airport,66,-19,IS,IS-6
124,medium_airport,Patreksfjordur Airport,66,-24,IS,IS-4
32207,small_airport,Reykhólar Airport,65,-22,IS,IS-4
30741,small_airport,Rif Airport,65,-24,IS,IS-3
32205,small_airport,Raufarhöfn Airport,66,-16,IS,IS-6
125,medium_airport,Reykjavik Airport,64,-22,IS,IS-1
31973,small_airport,Reykjahlíð Airport,66,-17,IS,IS-6
30742,small_airport,Reykjanes Airport,66,-22,IS,IS-4
30743,small_airport,Sandá Airport,65,-20,IS,IS-5
30744,small_airport,Selfoss Airport,64,-21,IS,IS-8
30745,small_airport,Steinasandur Airport,64,-16,IS,IS-7
30746,small_airport,Stora-Holt Airport,65,-22,IS,IS-3
126,medium_airport,Siglufjordur Airport,66,-19,IS,IS-6
30747,small_airport,Skógasandur Airport,64,-19,IS,IS-8
30748,small_airport,Svínafell Airport,64,-15,IS,IS-7
30749,small_airport,Sprengisandur Airport,65,-18,IS,IS-8
30750,small_airport,Stórikroppur Airport,65,-21,IS,IS-3
30751,small_airport,Sandskeið Airport,64,-22,IS,IS-1
32415,small_airport,Stykkishólmur Airport,65,-23,IS,IS-3
30752,small_airport,Skálavatn Airport,64,-19,IS,IS-8
32436,small_airport,Þingeyri Airport,66,-24,IS,IS-4
42246,closed,Sauðanes Airport,66,-15,IS,IS-6
30754,small_airport,Þórsmörk Airport,64,-20,IS,IS-8
127,small_airport,Thorshofn Airport,66,-15,IS,IS-6
30755,small_airport,Thorisos Airport,64,-19,IS,IS-8
30757,small_airport,Vatnsnes Airport,64,-21,IS,IS-8
44001,small_airport,Varmahlid Airport,66,-19,IS,IS-5
30758,small_airport,Vík Airport,63,-19,IS,IS-8
128,medium_airport,Vestmannaeyjar Airport,63,-20,IS,IS-8
32593,small_airport,Vopnafjörður Airport,66,-15,IS,IS-7
44079,closed,RNAS Boaz Island,32,-65,BM,BM-U-A
44080,closed,Naval Air Station Bermuda Annex,32,-65,BM,BM-U-A
16503,heliport,Bolling Air Force Base,39,-77,US,US-DC
46168,closed,Fowl Cay Airstrip,24,-77,BS,BS-EX
46379,small_airport,Port Nelson Airstrip,24,-75,BS,BS-SR
46380,small_airport,Cape Santa Maria Airstrip,24,-75,BS,BS-LI
46381,small_airport,Cave Cay Airstrip,24,-76,BS,BS-EX
46382,small_airport,Farmers Cay Airstrip,24,-76,BS,BS-EX
35303,seaplane_base,Bimini North Seaplane Base,26,-79,BS,BS-BI
302403,small_airport,Blairsville,40,-79,US,US-PA
302436,small_airport,Esperadinha Airport,15,-25,CV,CV-S
44573,small_airport,Belmopan Airport,17,-89,BZ,BZ-CY
42216,medium_airport,Big Creek Airport,17,-88,BZ,BZ-SC
30861,medium_airport,Caye Caulker Airport,18,-88,BZ,BZ-BZ
30867,medium_airport,Caye Chapel Airport,18,-88,BZ,BZ-BZ
42209,medium_airport,Corozal Municipal Airport,18,-88,BZ,BZ-CZL
42207,medium_airport,Dangriga Airport,17,-88,BZ,BZ-SC
42213,small_airport,Independence Airport,17,-88,BZ,BZ-SC
42214,small_airport,Melinda Airport,17,-88,BZ,BZ-SC
42212,small_airport,Orange Walk Airport,18,-89,BZ,BZ-OW
42217,medium_airport,Placencia Airport,17,-88,BZ,BZ-SC
35305,medium_airport,Punta Gorda Airport,16,-89,BZ,BZ-TOL
42210,medium_airport,Sartaneja Airport,18,-88,BZ,BZ-CZL
32370,medium_airport,San Pedro Airport,18,-88,BZ,BZ-CY
42218,small_airport,Matthew Spain Airport,17,-89,BZ,BZ-CY
42211,small_airport,Santa Cruz Airport,18,-88,BZ,BZ-CZL
42208,small_airport,Silver Creek Airport,17,-88,BZ,BZ-SC
42215,medium_airport,Belize City Municipal Airport,18,-88,BZ,BZ-BZ
16508,small_airport,Southern Cross Airport,40,-75,US,US-NJ
16513,small_airport,Brodhead Airport,43,-89,US,US-WI
16515,small_airport,Miller Airport,41,-85,US,US-IN
16516,small_airport,Hiram Cure Airport,43,-85,US,US-MI
16517,small_airport,Toutant Airport,42,-72,US,US-CT
16518,small_airport,Manito Mitchell Airport,40,-90,US,US-IL
16519,small_airport,Ogle County Airport,42,-89,US,US-IL
16520,small_airport,Bult Field,41,-88,US,US-IL
16521,small_airport,Lake Lawn Airport,43,-89,US,US-WI
16524,small_airport,Bresson Airport,42,-89,US,US-IL
16525,small_airport,Freeport/Dornink Airport,42,-90,US,US-IL
16526,small_airport,Sylvania Airport,43,-88,US,US-WI
16527,small_airport,Mentone Airport,41,-86,US,US-IN
16528,small_airport,Earlville Airport,42,-89,US,US-IL
16529,small_airport,Lowell Airport,41,-88,US,US-IN
16530,small_airport,Lake Village Airport,41,-87,US,US-IN
28476,closed,Lac-des-Loups Airport,47,-76,CA,CA-QC
28477,small_airport,Pourvoirie Joncas Airstrip,47,-78,CA,CA-QC
35389,closed,RCAF Station Aylmer,43,-81,CA,CA-ON
35392,closed,RCAF Station Fingal (No. 4 Bombing and Gunnery Sch,43,-81,CA,CA-ON
35142,closed,Maple Airport,44,-80,CA,CA-ON
35148,closed,King City Airport,44,-80,CA,CA-ON
35396,closed,RCAF Pennfield Ridge,45,-67,CA,CA-NB
35358,small_airport,Maxville Private Airstrip,45,-75,CA,CA-ON
39669,closed,Anderson Point Airport,68,-88,CA,CA-NU
39672,closed,Arthur North Airport,44,-81,CA,CA-ON
39673,closed,Asbestos Airport,46,-72,CA,CA-QC
39678,closed,Aylmer Airport,43,-81,CA,CA-ON
39679,closed,Baskatong Lake Airport,47,-76,CA,CA-QC
39682,closed,Bay d'Espoir Airport,48,-56,CA,CA-NL
42744,small_airport,1669 Diamondview Road Private Strip,45,-76,CA,CA-ON
39690,closed,Belledune Airport,48,-66,CA,CA-NB
39699,closed,Blissville Airport,46,-67,CA,CA-NB
39701,closed,Bonavista Airport,49,-53,CA,CA-NL
39702,closed,Borden Airport,44,-80,CA,CA-ON
39704,closed,Bray Island Airport,69,-77,CA,CA-NU
39707,closed,Bristol Field Airport,47,-54,CA,CA-NL
42745,small_airport,1797 Diamondview Road Private Strip,45,-76,CA,CA-ON
39709,closed,Buchans Airport,49,-57,CA,CA-NL
39710,closed,Buckingham Airport,46,-75,CA,CA-QC
39711,closed,Budworm City Airport,48,-67,CA,CA-NB
39714,closed,Burtch Airport,43,-80,CA,CA-ON
39720,closed,Campbellford Airport,44,-78,CA,CA-ON
39722,closed,Cape Christian Airport,71,-68,CA,CA-NU
39723,closed,Cape Dyer Airport,67,-62,CA,CA-NU
39724,closed,Cape Hooper Airport,68,-67,CA,CA-NU
39725,closed,Cape Jones Airport,55,-80,CA,CA-QC
39730,closed,Casey Airport,48,-74,CA,CA-QC
41087,small_airport,Navan Bearbrook Airport,45,-75,CA,CA-ON
39738,closed,Churchill Falls Airport,54,-64,CA,CA-NL
39746,closed,Covey Hill Airport,45,-74,CA,CA-QC
39754,closed,Culloden Airport,43,-81,CA,CA-ON
42746,closed,Cap-de-la-Madeleine,46,-73,CA,CA-QC
39757,closed,Davis Inlet Airport,56,-61,CA,CA-NL
39758,closed,Deception Airport,62,-75,CA,CA-QC
39759,closed,Dewar Lakes Airport,69,-71,CA,CA-NU
39762,closed,Douglastown Airport,47,-66,CA,CA-NB
45216,small_airport,Voisey's Bay,56,-62,CA,CA-NL
39770,closed,East Templeton Airport,45,-76,CA,CA-QC
39773,closed,Edmunston (Fraser Papers Inc) Heliport,47,-68,CA,CA-NB
39775,closed,Esker Lake Airport,62,-75,CA,CA-QC
39776,closed,Espanola (East) Airport,46,-82,CA,CA-ON
39777,closed,Espanola (West) Airport,46,-82,CA,CA-ON
39780,closed,Fort George Airport,54,-79,CA,CA-QC
39785,closed,Fredericton (Forestry Centre) Heliport,46,-67,CA,CA-NB
39786,closed,Gagnon Airport,52,-68,CA,CA-QC
39795,closed,Gore's Landing Airport,44,-78,CA,CA-ON
39796,closed,Grand Valley Airport,44,-80,CA,CA-ON
39799,closed,Hagersville Airport (No. 16 SFTS),43,-80,CA,CA-ON
39800,closed,Halifax (South Battery) Heliport,45,-64,CA,CA-NS
41098,small_airport,Pontiac Airpark,46,-76,CA,CA-QC
39809,closed,Hornes Gulch Airport,48,-68,CA,CA-NB
39813,closed,Howick Airport,45,-74,CA,CA-QC
39815,closed,Indian River Airport,44,-78,CA,CA-ON
39819,closed,Jellicoe Airport,50,-88,CA,CA-ON
39824,closed,Kaskattama Airport,57,-90,CA,CA-MB
39829,closed,Keith Bay Airport,68,-88,CA,CA-NU
39831,closed,Kenakskaniss Airport,50,-89,CA,CA-ON
42747,heliport,Citadelle de Québec Heliport,47,-71,CA,CA-QC
39838,closed,Kivitoo Airport,68,-65,CA,CA-NU
39844,closed,La Grande Airport,54,-78,CA,CA-QC
39845,closed,Lac Éon Airport,52,-63,CA,CA-QC
42748,heliport,Manic 5 Heliport,51,-69,CA,CA-QC
39848,closed,Laforge-1 Airport,54,-73,CA,CA-QC
39857,closed,Longstaff Bluff Airport,69,-75,CA,CA-NU
39861,closed,Macfarland Airport,48,-68,CA,CA-NB
39862,closed,Mackar Inlet Airport,68,-86,CA,CA-NU
39863,closed,Magda Lake Airport,72,-82,CA,CA-NU
39875,closed,Middle Stewiacke Airport,45,-63,CA,CA-NS
39879,closed,Mile 134 Airport,52,-66,CA,CA-QC
39881,closed,Mile 36 Airport,51,-66,CA,CA-QC
39882,closed,Mile 80 Airport,51,-66,CA,CA-QC
39892,closed,Aquila Field Airport,44,-79,CA,CA-ON
46516,seaplane_base,Stevensville Seaplane Base,43,-79,CA,CA-ON
39898,closed,Murdochville Airport,49,-65,CA,CA-QC
39900,closed,Mégantic Airport,46,-71,CA,CA-QC
39904,closed,New Zealand Airport,46,-62,CA,CA-PE
44454,closed,Eastmain Mine Airstrip,52,-72,CA,CA-QC
39912,closed,North Monetville Skypark Airport,46,-80,CA,CA-ON
39914,closed,Obonga Airport,50,-89,CA,CA-ON
39916,closed,Orangeville Airport,44,-80,CA,CA-ON
39917,closed,Oriskany Airport,47,-74,CA,CA-QC
39920,closed,Paradise River Airport,53,-57,CA,CA-NL
39921,closed,Parrsboro Airport,45,-64,CA,CA-NS
39927,closed,Pelly Bay (Dew Site) Airport,68,-90,CA,CA-NU
39929,closed,Pennfield Ridge Airport,45,-67,CA,CA-NB
39932,closed,Petrolia Airport,43,-82,CA,CA-ON
39937,closed,Port Albert Airport,44,-82,CA,CA-ON
39940,closed,Port-Cartier Airport,50,-67,CA,CA-QC
39941,closed,Pottageville Airport,44,-80,CA,CA-ON
39947,closed,Purtuniq Airport,62,-74,CA,CA-QC
44455,small_airport,Hawke Field,44,-79,CA,CA-ON
39955,closed,Renous Airport,47,-67,CA,CA-NB
44472,closed,Kingston Airfield,44,-77,CA,CA-ON
39960,closed,Rivipere Ouelle Airport,47,-70,CA,CA-QC
39961,closed,Rodney Airport,43,-82,CA,CA-ON
39962,closed,Ross Bay Junction Airport,53,-66,CA,CA-NL
39965,closed,Rowley Airport,69,-79,CA,CA-NU
39967,closed,Réservoir Gouin (Pourvoirie Oasis) Airport,48,-75,CA,CA-QC
39968,closed,Saglek Airport,58,-63,CA,CA-NL
39971,closed,Sarcpa Lake Airport,69,-83,CA,CA-NU
39987,closed,Simcoe Airport,43,-80,CA,CA-ON
39996,closed,St-Gabriel-De-Brandon Airport,46,-73,CA,CA-QC
39997,closed,St-Joseph-De-St-Hyacinths Airport,46,-73,CA,CA-QC
39998,closed,St-Prosper (Pel) Airport,46,-71,CA,CA-QC
39999,closed,St-Simon-De-Bagot Airport,46,-73,CA,CA-QC
40001,closed,St. Anthony Airport,51,-56,CA,CA-NL
40002,closed,St. Leonard (Cyr) Airport,47,-68,CA,CA-NB
40004,closed,Ste-Anne-De-Sorel Airport,46,-73,CA,CA-QC
40005,closed,Sainte-Croix Airport,47,-72,CA,CA-QC
40006,closed,Chucker Farm Airport,45,-74,CA,CA-QC
40012,closed,Stratford Airport,43,-81,CA,CA-ON
40017,closed,Sturgeon Falls Airport,46,-80,CA,CA-ON
40021,closed,Tabu Airport,47,-65,CA,CA-NB
40024,closed,Terrace Bay Airport,49,-87,CA,CA-ON
45043,small_airport,Tottenham/Ronan Aerodrome,44,-80,CA,CA-ON
40031,closed,Trinity Bay Airport,49,-67,CA,CA-QC
40032,closed,Trout Brook Airport,46,-65,CA,CA-NB
40037,closed,Ullswater Airport,45,-80,CA,CA-ON
40038,closed,Dunphy Airport,47,-66,CA,CA-NB
40039,small_airport,Upper Kent Airport,47,-68,CA,CA-NB
40043,closed,Vankleek Hill Airport,45,-75,CA,CA-ON
40046,closed,Mile 100 Airport,51,-66,CA,CA-QC
40048,closed,Washademoak Airport,46,-66,CA,CA-NB
40049,closed,Webbwood Airport,46,-82,CA,CA-ON
40051,closed,West Baffin Island Airport,69,-73,CA,CA-NU
40053,closed,Wiebenville Airport,52,-90,CA,CA-ON
45047,heliport,"Milford ""Heliport"" (PPR)",44,-77,CA,CA-ON
40057,closed,Wingham Airport,44,-81,CA,CA-ON
40058,closed,Winisk Airport,55,-85,CA,CA-ON
40069,closed,Île d'Orléans Heliport,47,-71,CA,CA-QC
45943,small_airport,Herb's Travel Plaza Airstrip,45,-75,CA,CA-ON
46517,closed,Stevensville Airstrip,43,-79,CA,CA-ON
46495,small_airport,Port Hope (Peter's Field),44,-78,CA,CA-ON
46519,small_airport,Wesleyville Airstrip,44,-78,CA,CA-ON
46503,heliport,Prince Edward County Memorial Hospital,44,-77,CA,CA-ON
46504,closed,Jarvis (No.1 Bombing & Gunnery School),43,-80,CA,CA-ON
46505,heliport,WESCAM Burlington,43,-80,CA,CA-ON
46506,closed,Kohler Airstrip,43,-80,CA,CA-ON
46507,closed,White's Airstrip,44,-77,CA,CA-ON
46508,closed,Scott's Airstrip,44,-77,CA,CA-ON
46520,closed,Wellington Airstrip,44,-77,CA,CA-ON
46521,heliport,Point Petre Helipad,44,-77,CA,CA-ON
46545,small_airport,Little's Farm,44,-80,CA,CA-ON
46577,small_airport,Brier Island Airstrip,44,-66,CA,CA-NS
46580,small_airport,Beaverton Airport,44,-79,CA,CA-ON
46629,small_airport,Harper Corners Airstrip,43,-80,CA,CA-ON
46630,small_airport,Willow Lake Airstrip,43,-81,CA,CA-ON
46631,small_airport,Woodstock Private Airstrip,43,-81,CA,CA-ON
46635,small_airport,Courtland / Tillsonburg Flying Club Field,43,-81,CA,CA-ON
46642,small_airport,Baker's Valley,45,-77,CA,CA-ON
46638,small_airport,Brisbane,44,-80,CA,CA-ON
46648,small_airport,Roseville Field,43,-80,CA,CA-ON
298348,small_airport,L'Île d'Entrée Airfield,47,-62,CA,CA-QC
298369,heliport,Newcastle (Morgan's Road) Heliport,44,-79,CA,CA-ON
298381,small_airport,Seagrave Airfield,44,-79,CA,CA-ON
298382,small_airport,Utica Airfield,44,-79,CA,CA-ON
298383,small_airport,Brougham (High Perspective Hang Glider Port),44,-79,CA,CA-ON
298391,seaplane_base,Montreal / Vieux Port,46,-74,CA,CA-QC
298392,small_airport,Saint-François-de-Laval (Laval Aviation),46,-74,CA,CA-QC
298393,seaplane_base,Saint-François-de-Laval (Laval Aviation),46,-74,CA,CA-QC
298395,small_airport,Hampton,44,-79,CA,CA-ON
298396,small_airport,Hampton / Morawetz Field,44,-79,CA,CA-ON
298397,closed,Ajax / Picov Downs,44,-79,CA,CA-ON
298398,small_airport,Sandford Field,44,-79,CA,CA-ON
298400,small_airport,Belle River Field,42,-83,CA,CA-ON
298401,small_airport,Ruscom Station Field,42,-83,CA,CA-ON
298402,small_airport,Colinville Field,43,-82,CA,CA-ON
298403,small_airport,Tyneside Field,43,-80,CA,CA-ON
298404,small_airport,Burnaby Field,43,-79,CA,CA-ON
298486,small_airport,Elizabethville Airstrip,44,-78,CA,CA-ON
298546,small_airport,Brussels / Hemingway Field,44,-81,CA,CA-ON
298654,closed,Armour Heights Field,44,-79,CA,CA-ON
298655,closed,Barker Field,44,-79,CA,CA-ON
298656,closed,De Lesseps Field,44,-79,CA,CA-ON
298657,closed,Leaside Aerodrome,44,-79,CA,CA-ON
298658,closed,Long Branch Aerodrome,44,-80,CA,CA-ON
298659,closed,Toronto Aerodrome,44,-79,CA,CA-ON
298660,closed,Willowdale Airfield,44,-79,CA,CA-ON
298661,closed,Aérodrome Saint-Louis,47,-71,CA,CA-QC
298662,closed,Montréal / Boucherville Water Aerodrome,46,-73,CA,CA-QC
298814,small_airport,Douro Airfield,44,-78,CA,CA-ON
298855,small_airport,Foxden Farms,44,-79,CA,CA-ON
298921,closed,L'escapade,48,-75,CA,CA-ON
299001,small_airport,Selby - Howard's Airstrip,44,-77,CA,CA-ON
299302,small_airport,Napanee Airstrip,44,-77,CA,CA-ON
299559,heliport,D.C. Heliport,44,-77,CA,CA-ON
299561,closed,Don's Airstrip,44,-77,CA,CA-ON
299562,small_airport,Centreview Airstrip,45,-78,CA,CA-ON
299911,small_airport,Mary River Aerodrome,71,-79,CA,CA-NU
300233,seaplane_base,Rivière Temiscamie Floatbase,51,-73,CA,CA-QC
300313,small_airport,D.C. Airstrip,44,-77,CA,CA-ON
300322,small_airport,Fern's Field,44,-77,CA,CA-ON
300400,small_airport,Farrow's Field,44,-81,CA,CA-ON
300403,small_airport,Cruikshank Air Field,45,-81,CA,CA-ON
301224,seaplane_base,Balsam Lake,45,-79,CA,CA-ON
301226,seaplane_base,Val D'or (St. Pierre) Water Aerodrome,48,-78,CA,CA-QC
301227,seaplane_base,Val D'or / Huard Water Aerodrome,48,-78,CA,CA-QC
302070,small_airport,Long Sault Airstrip,45,-75,CA,CA-ON
307218,small_airport,Sky Wrench Field,49,-81,CA,CA-ON
307238,small_airport,Warren Field,43,-81,CA,CA-ON
307391,small_airport,Ivanhoe Airstrip,48,-83,CA,CA-ON
307844,closed,No. 4 E.F.T.S. Windsor Mills Airfield,46,-72,CA,CA-QC
308011,small_airport,Lorneville Airstrip,44,-79,CA,CA-ON
306929,small_airport,St. Andre-Avellin,46,-75,CA,CA-QC
46600,small_airport,Arthur (Arthur South),44,-80,CA,CA-ON
642,small_airport,Atwood / Coghlin Airport,44,-81,CA,CA-ON
669,heliport,Burgeo (Calder Health Care Corp) Heliport,48,-58,CA,CA-NL
675,heliport,Beamsville/Panterra Heliport,43,-79,CA,CA-ON
46602,small_airport,Belwood (Baird Field),44,-80,CA,CA-ON
43877,small_airport,Beaverton North,44,-79,CA,CA-ON
300226,small_airport,Belwood (Wright Field),44,-80,CA,CA-ON
28338,seaplane_base,New Germany Seaplane Base,45,-65,CA,CA-NS
742,small_airport,Cable Head Airpark,46,-63,CA,CA-PE
743,small_airport,Williams Harbour Airport,53,-56,CA,CA-NL
744,small_airport,Apple River Airport,45,-65,CA,CA-NS
745,closed,Grand River Airport,46,-64,CA,CA-PE
746,heliport,Amherst Heliport,46,-64,CA,CA-NS
28243,seaplane_base,Goose (Otter Creek) Seaplane Base,53,-60,CA,CA-NL
747,small_airport,Winterland Airport,47,-55,CA,CA-NL
748,small_airport,Springdale Airport,49,-56,CA,CA-NL
749,small_airport,Woodstock Airport,46,-68,CA,CA-NB
750,small_airport,Postville Airport,55,-60,CA,CA-NL
39895,small_airport,Mount Pleasant Airport,47,-64,CA,CA-PE
751,small_airport,Juniper Airport,47,-67,CA,CA-NB
752,small_airport,Black Tickle Airport,53,-56,CA,CA-NL
753,heliport,Canso (Eastern Memorial Hospital) Heliport,45,-61,CA,CA-NS
46478,small_airport,Camden East Airstrip,44,-77,CA,CA-ON
754,small_airport,Porters Lake Airport,45,-63,CA,CA-NS
755,small_airport,Scottsfield Airpark,46,-67,CA,CA-NB
28284,seaplane_base,Lac Gobeil Seaplane Base,48,-70,CA,CA-QC
756,small_airport,Weyman Airpark,46,-67,CA,CA-NB
757,small_airport,Moncton / McEwen Airport,46,-65,CA,CA-NB
758,small_airport,Charlottetown Airport,53,-56,CA,CA-NL
759,heliport,Montreal / Longueuil (Centre Hospitalier Pierre-Bo,46,-73,CA,CA-QC
760,heliport,Summerside (Prince County Hospital) Heliport,46,-64,CA,CA-PE
762,small_airport,Boston Brook Airport,47,-68,CA,CA-NB
763,small_airport,Grand Falls Airport,47,-68,CA,CA-NB
764,small_airport,St. Lewis (Fox Harbour) Airport,52,-56,CA,CA-NL
300227,small_airport,Owen Sound (Cook Field),45,-81,CA,CA-ON
766,small_airport,Sevogle Airport,47,-66,CA,CA-NB
767,small_airport,Port Au Choix Airport,51,-57,CA,CA-NL
768,small_airport,Grand Manan Airport,45,-67,CA,CA-NB
769,small_airport,Exploits Valley Botwood Airport,49,-55,CA,CA-NL
770,small_airport,Chute-St-Philippe Airport,47,-75,CA,CA-QC
771,small_airport,Port Hope Simpson Airport,53,-56,CA,CA-NL
772,small_airport,Caniapiscau Airport,55,-70,CA,CA-QC
773,small_airport,Debert Airport,45,-63,CA,CA-NS
28402,seaplane_base,St. John's (Paddys Pond) Seaplane Base,47,-53,CA,CA-NL
774,small_airport,Florenceville Airport,46,-68,CA,CA-NB
28202,seaplane_base,Conne River Seaplane Base,48,-56,CA,CA-NL
778,closed,Campbellton (Regional Hospital) Heliport,48,-67,CA,CA-NB
779,small_airport,St. Stephen Airport,45,-67,CA,CA-NB
780,small_airport,Chipman Airport,46,-66,CA,CA-NB
781,small_airport,Havelock Airport,46,-65,CA,CA-NB
783,small_airport,Cookstown Airport,44,-80,CA,CA-ON
28422,seaplane_base,South Brook Seaplane Base,49,-58,CA,CA-NL
785,small_airport,Bell Island Airport,48,-53,CA,CA-NL
786,small_airport,Waterville / Kings County Municipal Airport,45,-65,CA,CA-NS
787,small_airport,Stanley Airport,45,-64,CA,CA-NS
28443,seaplane_base,Thorburn Lake Seaplane Base,48,-54,CA,CA-NL
788,heliport,Long Pond Heliport,48,-53,CA,CA-NL
789,small_airport,Brockway Airport,46,-67,CA,CA-NB
28461,seaplane_base,Wabush Seaplane Base,53,-67,CA,CA-NL
790,small_airport,Sussex Airport,46,-66,CA,CA-NB
791,small_airport,East Gore Eco Airpark,45,-64,CA,CA-NS
792,heliport,Edmundston (Regional Hospital) Heliport,47,-68,CA,CA-NB
793,small_airport,Rigolet Airport,54,-58,CA,CA-NL
794,small_airport,Clarenville Airport,48,-54,CA,CA-NL
795,small_airport,Margaree Airport,46,-61,CA,CA-NS
796,small_airport,Thorburn Airport,46,-63,CA,CA-NS
797,heliport,Shelburne (Roseway Hospital) Heliport,44,-65,CA,CA-NS
16658,heliport,Page Memorial Hospital Heliport,39,-78,US,US-VA
798,small_airport,Valley Airport,45,-63,CA,CA-NS
799,small_airport,Pokemouche Airport,48,-65,CA,CA-NB
800,small_airport,St. Andrews Codroy Valley Airport,48,-59,CA,CA-NL
801,small_airport,Bristol Airport,46,-68,CA,CA-NB
803,heliport,Moncton / Salisbury Heliport,46,-65,CA,CA-NB
804,heliport,St. John's (Universal) Heliport,48,-53,CA,CA-NL
806,small_airport,St-Quentin Airport,48,-67,CA,CA-NB
28377,seaplane_base,Porters Lake Seaplane Base,45,-63,CA,CA-NS
807,small_airport,Ste-Agnès-de-Dundee Airport,45,-74,CA,CA-QC
43878,small_airport,Teeswater (Dent Field),44,-81,CA,CA-ON
300228,small_airport,Englehart (Dave's Field),48,-80,CA,CA-ON
808,heliport,Digby (General Hospital) Heliport,45,-66,CA,CA-NS
45220,small_airport,Dungannon,44,-82,CA,CA-ON
809,small_airport,Deerhurst Resort Airport,45,-79,CA,CA-ON
811,small_airport,Finlay Air Park,44,-66,CA,CA-NS
812,small_airport,Clearwater Airport,47,-67,CA,CA-NB
16708,small_airport,George T Lewis Airport,29,-83,US,US-FL
28356,seaplane_base,Parry Sound/Derbyshire Island Seaplane Base,45,-80,CA,CA-ON
28260,seaplane_base,Hoopers Lake Seaplane Base,44,-66,CA,CA-NS
817,heliport,Arichat (St. Anne Ladies Auxiliary Hospital) Helip,46,-61,CA,CA-NS
818,small_airport,Buctouche Airport,47,-65,CA,CA-NB
819,heliport,Bridgewater (South Shore Regional Hospital) Helipo,44,-65,CA,CA-NS
820,heliport,Yarmouth (Regional Hospital) Heliport,44,-66,CA,CA-NS
28425,seaplane_base,Springdale/Davis Pond Seaplane Base,50,-56,CA,CA-NL
821,small_airport,Doaktown Airport,47,-66,CA,CA-NB
822,small_airport,Dunnville Airport,43,-80,CA,CA-ON
823,small_airport,Downs Gulch Airport,48,-67,CA,CA-NB
824,heliport,Charlottetown (Queen Elizabeth Hospital) Heliport,46,-63,CA,CA-PE
825,small_airport,Baddeck (Crown Jewel) Airport,46,-61,CA,CA-NS
826,closed,Halifax (South Battery) Heliport,45,-64,CA,CA-NS
827,small_airport,Fogo Airport,50,-54,CA,CA-NL
828,heliport,Antigonish (St. Martha's Regional Hospital) Helipo,46,-62,CA,CA-NS
829,small_airport,Bridgewater / Dayspring Airpark,44,-64,CA,CA-NS
43876,small_airport,Essex / Billing Airstrip,42,-83,CA,CA-ON
46603,small_airport,Belwood (Ellen Field),44,-80,CA,CA-ON
46604,small_airport,East Linton (Kerr Field),45,-81,CA,CA-ON
46590,small_airport,Eleonore,53,-76,CA,CA-QC
46605,small_airport,St-Esprit,46,-74,CA,CA-QC
28218,seaplane_base,Fenelon Falls/Sturgeon Lake Seaplane Base,45,-79,CA,CA-ON
951,small_airport,Fox Harbour Airport,46,-63,CA,CA-NS
987,small_airport,Alban Airport,46,-81,CA,CA-ON
1013,heliport,Grand Falls-Windsor Heliport,49,-56,CA,CA-NL
28157,seaplane_base,Alma (Rivière La Grande Décharge) Seaplane Base,49,-72,CA,CA-QC
1027,heliport,Gander (James Paton Memorial Regional Health Centr,49,-55,CA,CA-NL
1028,small_airport,Harrow Airport,42,-83,CA,CA-ON
28168,seaplane_base,Bala/Gibson Lake Seaplane Base,45,-80,CA,CA-ON
28234,closed,Gananoque Seaplane Base,44,-76,CA,CA-ON
46613,small_airport,Grand Valley / Luther Field,44,-80,CA,CA-ON
43880,small_airport,Grand Valley North,44,-80,CA,CA-ON
46614,closed,Grand Valley (Madill Field),44,-80,CA,CA-ON
298874,small_airport,Grand Valley (Black Field),44,-80,CA,CA-ON
46615,small_airport,Grand Valley (Martin Field),44,-80,CA,CA-ON
43875,small_airport,Ottawa / Manotick (Hope Field),45,-76,CA,CA-ON
1037,small_airport,Harbour Grace Airport,48,-53,CA,CA-NL
28193,seaplane_base,Church Lake Seaplane Base,45,-65,CA,CA-NS
28265,seaplane_base,Huntsville (North) Seaplane Base,45,-79,CA,CA-ON
1040,closed,Chicoutimi (Hydro-Québec) Heliport,48,-71,CA,CA-QC
1041,heliport,Halifax (Queen Elizabeth II Health Science Centre),45,-64,CA,CA-NS
45052,small_airport,Highgate (South),42,-82,CA,CA-ON
1042,heliport,Halifax (South End) Heliport,45,-64,CA,CA-NS
44691,heliport,Mont Tremblant/St-Jovite Heli-Tremblant,46,-75,CA,CA-QC
1044,heliport,Halifax (IWK Health Centre) Heliport,45,-64,CA,CA-NS
28160,seaplane_base,Armstrong Seaplane Base,50,-89,CA,CA-ON
1111,small_airport,Tanquary Fiord Airport,81,-77,CA,CA-NU
1139,small_airport,Summer Beaver Airport,53,-89,CA,CA-ON
1150,closed,Arctic Bay Airport,73,-85,CA,CA-NU
1162,small_airport,Wapekeka Airport,54,-90,CA,CA-ON
301223,small_airport,Kirkfield / Balsam Lake Airfield,45,-79,CA,CA-ON
28444,seaplane_base,Thunder Bay Seaplane Base,48,-89,CA,CA-ON
1175,heliport,Nipigon (District Memorial Hospital) Heliport,49,-88,CA,CA-ON
28270,seaplane_base,Kashabowie/Upper Shebandowan Lake Seaplane Base,49,-90,CA,CA-ON
28367,seaplane_base,Pickle Lake Seaplane Base,51,-90,CA,CA-ON
1184,small_airport,Kakabeka Falls Airport,48,-90,CA,CA-ON
