ID,TYPE,NAME,LATITUDE,LONGITUDE,COUNTRY,REGION
6523,heliport,Total Rf Heliport,40,-75,US,US-PA
6525,small_airport,Epps Airpark,35,-87,US,US-AL
6531,small_airport,Grass Patch Airport,29,-82,US,US-FL
6532,heliport,Ringhaver Heliport,29,-82,US,US-FL
6533,small_airport,River Oak Airport,27,-81,US,US-FL
6534,small_airport,Lt World Airport,34,-84,US,US-GA
6535,heliport,Caffrey Heliport,34,-85,US,US-GA
6538,heliport,Bailey Generation Station Heliport,42,-87,US,US-IN
6539,small_airport,Hammer Airport,42,-90,US,US-IL
6540,heliport,St Mary Medical Center Heliport,42,-87,US,US-IN
6541,small_airport,Hayenga's Cant Find Farms Airport,40,-89,US,US-IL
6543,small_airport,Robbins Roost Airport,37,-85,US,US-KY
6544,heliport,Ac & R Components Heliport,40,-90,US,US-IL
6546,small_airport,Slater Field,39,-76,US,US-MD
6547,heliport,Dow Chemical Heliport,44,-86,US,US-MI
6551,small_airport,Bucks Airport,39,-75,US,US-NJ
6552,small_airport,North Raleigh Airport,36,-78,US,US-NC
6553,heliport,Colgate-Piscataway Heliport,41,-74,US,US-NJ
6554,small_airport,Weiss Airfield,43,-77,US,US-NY
6555,small_airport,Exit 3 Airport,42,-84,US,US-OH
6556,heliport,Miami Valley Hospital Heliport,40,-84,US,US-OH
6558,heliport,R J D Heliport,40,-76,US,US-PA
45773,small_airport,Ferrell Field,41,-80,US,US-PA
6559,small_airport,Thomas Field,40,-77,US,US-PA
6561,small_airport,Flying O Airport,34,-80,US,US-SC
6564,small_airport,Ragsdale Road Airport,36,-86,US,US-TN
6568,small_airport,Vaughan Airport,37,-79,US,US-VA
6569,small_airport,Groundhog Mountain Airport,37,-80,US,US-VA
6572,small_airport,Northern Lite Airport,44,-89,US,US-WI
6574,small_airport,Lazy J. Aerodrome,39,-80,US,US-WV
6578,small_airport,Ware Island Airport,33,-87,US,US-AL
6581,small_airport,Grant Airport,43,-86,US,US-MI
6586,heliport,Berlin Fairgrounds Heliport,42,-73,US,US-CT
6587,small_airport,Rybolt Ranch Airport,29,-81,US,US-FL
6588,heliport,Florida Hospital-Altamonte Heliport,29,-81,US,US-FL
6589,small_airport,Cedar Knoll Flying Ranch Airport,29,-81,US,US-FL
6590,heliport,Medical Center Heliport,32,-85,US,US-GA
6591,small_airport,The Farm Airport,33,-83,US,US-GA
6593,small_airport,Myers Field,40,-87,US,US-IN
6594,heliport,Hoopeston Community Memorial Hospital Heliport,40,-88,US,US-IL
6595,heliport,Community Hospital Heliport,40,-86,US,US-IN
6596,small_airport,William E. Koenig Airport,39,-90,US,US-IL
6597,small_airport,Hilliard Airpark,31,-82,US,US-FL
6600,heliport,Lourdes Hospital Heliport,37,-89,US,US-KY
6602,small_airport,Schumaier Restricted Landing Area,38,-89,US,US-IL
6604,heliport,Compaq Andover Heliport,43,-71,US,US-MA
6605,seaplane_base,Annapolis Seaplane Base,39,-76,US,US-MD
6606,seaplane_base,Saint Peter's Seaplane Base,47,-69,US,US-ME
6607,heliport,Flow Through Terminal Heliport,43,-84,US,US-MI
6609,heliport,Highway Patrol Troop C Headquarters Heliport,39,-90,US,US-MO
6611,small_airport,Topsail Airpark,34,-78,US,US-NC
6613,small_airport,Moore Airfield,44,-72,US,US-NH
6614,heliport,Albert Guido Memorial Heliport,41,-74,US,US-NJ
6616,heliport,Vassar Hospital Heliport,42,-74,US,US-NY
6617,heliport,Galion Community Hospital Heliport,41,-83,US,US-OH
6620,heliport,Pine Heliport,41,-80,US,US-PA
6621,small_airport,Bierly(Personal Use) Airport,41,-78,US,US-PA
6622,small_airport,Nort's Resort Airport,42,-76,US,US-PA
6623,small_airport,York Airport,35,-81,US,US-SC
6626,small_airport,Colonial Air Park,35,-90,US,US-TN
6631,small_airport,Pickles Airport,39,-78,US,US-VA
6633,small_airport,Prehn Cranberry Company Airport,44,-90,US,US-WI
6638,small_airport,Bass Field,30,-88,US,US-AL
6645,heliport,Strangers Point Heliport,42,-72,US,US-CT
6646,small_airport,Osborn Airfield,29,-82,US,US-FL
45347,small_airport,Cuchens Airport,31,-86,US,US-FL
6648,small_airport,Doug Bolton Field,34,-83,US,US-GA
6649,small_airport,Etowah Fields Airport,34,-85,US,US-GA
6653,small_airport,King Ultralightport,40,-86,US,US-IN
6654,small_airport,Diamond P. Field,40,-86,US,US-IN
6655,heliport,Condell Medical Center Heliport,42,-88,US,US-IL
6657,heliport,Boone National Guard Heliport,38,-85,US,US-KY
6660,heliport,Cuttyhunk Heliport,41,-71,US,US-MA
6661,small_airport,Old Acton Airfield,44,-71,US,US-ME
6662,small_airport,Fairplains Airpark,43,-85,US,US-MI
45686,heliport,Race City Heliport,36,-81,US,US-NC
6669,seaplane_base,Iroquois Landing Seaplane Base,45,-71,US,US-NH
6670,heliport,Penske Heliport,41,-74,US,US-NJ
6672,heliport,Hansen Heliport,43,-76,US,US-NY
6673,small_airport,Zimmerman Airport,41,-83,US,US-OH
6674,small_airport,Murtha Airport,42,-81,US,US-OH
6677,heliport,Stottle Memorial Heliport,40,-78,US,US-PA
6678,heliport,Lag Iii Heliport,40,-80,US,US-PA
6679,heliport,Peco Berwyn Heliport,40,-75,US,US-PA
6680,small_airport,Cuylers Airport,18,-66,PR,PR-U-A
6681,small_airport,Hughes Ultralightport,42,-77,US,US-PA
6682,small_airport,Harpers Airport,33,-81,US,US-SC
6686,small_airport,Ellis Field,36,-87,US,US-TN
6690,small_airport,The Greenhouse Airport,38,-78,US,US-VA
6691,heliport,Northstar Aviation Heliport,37,-82,US,US-VA
6697,heliport,Jackson County Hospital Heliport,35,-86,US,US-AL
6702,small_airport,Lake Persimmon Airstrip,27,-81,US,US-FL
6703,small_airport,Tharpe Airport,31,-86,US,US-FL
6704,heliport,Ranger Heliport,27,-80,US,US-FL
6705,small_airport,Clarks Dream Strip,40,-83,US,US-OH
6708,small_airport,Davis Field Ultralightport,38,-88,US,US-IN
6709,small_airport,Wix Airport,41,-88,US,US-IL
6710,small_airport,Heinzman Airport,40,-86,US,US-IN
6711,heliport,St Anthony's Hospital Heliport,39,-90,US,US-IL
6713,small_airport,Flying H Farms Airport,38,-88,US,US-KY
6716,seaplane_base,Lakeside Marina Seaplane Base,44,-70,US,US-ME
6717,small_airport,Hadley Airport,42,-73,US,US-MA
6718,heliport,Upper Chesapeake Medical Center Heliport,40,-76,US,US-MD
6719,small_airport,Maple Ridge Airport,44,-71,US,US-ME
6720,heliport,Harold Miller Heliport,44,-84,US,US-MI
6726,small_airport,Pilots Ridge Airport,34,-78,US,US-NC
6729,heliport,Lorden Heliport,43,-71,US,US-NH
6730,heliport,At&T Heliport,41,-74,US,US-NJ
6732,small_airport,Talmage Field,41,-73,US,US-NY
6733,small_airport,Gibbs Field,41,-83,US,US-OH
6734,heliport,Marymount Hospital Heliport,41,-82,US,US-OH
6737,heliport,Collegeville Heliport,40,-75,US,US-PA
6738,heliport,M.P. Metals Heliport,41,-76,US,US-PA
6739,small_airport,Ziggy's Field,41,-78,US,US-PA
6741,heliport,Seacoast Medical Center Heliport,34,-79,US,US-SC
6744,heliport,Eagles Landing Heliport,36,-84,US,US-TN
6748,closed,Whipoorwill Springs Airport,39,-78,US,US-VA
6750,small_airport,Zink Airport,44,-89,US,US-WI
6753,heliport,Anniston AHP (Anniston Army Depot),34,-86,US,US-AL
6758,heliport,Shingle Mill Heliport,42,-73,US,US-CT
6760,small_airport,Richards Field,26,-81,US,US-FL
6761,small_airport,Cross Creek Farms Airport,29,-81,US,US-FL
6762,small_airport,Columbus Southwest Airport,40,-83,US,US-OH
6765,small_airport,Turkey Run Airport,41,-85,US,US-IN
6766,small_airport,Schertz Aerial Service - Hudson Airport,41,-89,US,US-IL
45410,seaplane_base,Lake Gage Seaplane Base,42,-85,US,US-IN
6767,small_airport,Van Gorder Airport,40,-89,US,US-IL
6769,small_airport,Natchez Trace Farm Airport,37,-86,US,US-KY
6771,small_airport,Brunner Airport,42,-88,US,US-IL
6773,closed,Goddard Field (Airport),43,-71,US,US-MA
6774,heliport,Chesapeake City Heliport,40,-76,US,US-MD
6775,small_airport,Beech Hill Airport,45,-70,US,US-ME
6776,small_airport,Rapids Airway Airport,43,-85,US,US-MI
6781,heliport,Western Wake Medical Center Heliport,36,-79,US,US-NC
6783,small_airport,Emmanuel Airport,40,-75,US,US-NJ
6785,small_airport,Klaverack Airport,42,-74,US,US-NY
6786,small_airport,Bossow Airport,41,-81,US,US-OH
6789,heliport,S & C Distribution Center Heliport,40,-75,US,US-PA
6790,heliport,Strawbridge & Clothier Exton Heliport,40,-76,US,US-PA
6791,heliport,Emergency Helipad,35,-83,US,US-SC
6794,small_airport,Hensley Airpark,36,-83,US,US-TN
6799,heliport,Russell County Medical Center Heliport,37,-82,US,US-VA
6800,small_airport,Manquin Flight Park Ultralightport,38,-77,US,US-VA
6801,small_airport,Lightning Bolt Field Airport,44,-72,US,US-VT
6804,small_airport,Dutch Gap Airstrip,43,-88,US,US-WI
6805,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Helipor,40,-80,US,US-WV
6808,heliport,Allen Stagefield Army Heliport,31,-86,US,US-AL
6810,seaplane_base,Van Buren Seaplane Base,47,-68,US,US-ME
6814,heliport,O And G Heliport,42,-73,US,US-CT
6815,small_airport,Melanie's Airport,31,-86,US,US-FL
6816,heliport,Aventura Heliport,26,-80,US,US-FL
6817,small_airport,Charlton Strip,27,-81,US,US-FL
6818,small_airport,Raju Airport,32,-85,US,US-GA
6821,small_airport,Reichhart Airport,41,-85,US,US-IN
6822,small_airport,Classic Landings Airport,41,-88,US,US-IL
6823,small_airport,Cooper Airport,40,-87,US,US-IN
6824,small_airport,Hardy Airport,40,-89,US,US-IL
6826,small_airport,Cartersville Airport,38,-84,US,US-KY
6828,heliport,Midwest Heliport,42,-88,US,US-IL
6831,heliport,Bentley Heliport,43,-71,US,US-MA
6832,small_airport,Breezecroft Airport,39,-76,US,US-MD
6833,small_airport,Drisko Airport,45,-68,US,US-ME
6834,heliport,Portageville Community Heliport,36,-90,US,US-MO
6835,heliport,Va Medical Center Jackson Heliport,32,-90,US,US-MS
6836,heliport,Brunswick Community Hospital Heliport,34,-78,US,US-NC
6838,heliport,Stumpfield Heliport,43,-71,US,US-NH
6839,heliport,Paulus Hook Pier Heliport,41,-74,US,US-NJ
6840,heliport,Oswego County At Pulaski Heliport,44,-76,US,US-NY
6841,small_airport,Dorlon Airpark,41,-82,US,US-OH
6844,heliport,Philadelphia Market Street Heliport,40,-75,US,US-PA
6845,heliport,State Police Area Iii Heliport,40,-77,US,US-PA
6846,small_airport,Mills Brothers Airport,40,-78,US,US-PA
6850,closed,Thurmond Glenn Field,36,-90,US,US-TN
6855,small_airport,Providence Airport,37,-78,US,US-VA
6856,heliport,Port of Highgate Springs Heliport,45,-73,US,US-VT
6858,small_airport,Ames Private Airport,43,-89,US,US-WI
6861,heliport,Brown Stagefield Army Heliport,31,-86,US,US-AL
6864,seaplane_base,Lucky Landing Marina and Seaplane Base,45,-69,US,US-ME
6868,small_airport,William P Gwinn Airport,27,-80,US,US-FL
6869,small_airport,Grass Roots Airpark,29,-82,US,US-FL
6870,heliport,Morton Plant Hospital Heliport,28,-83,US,US-FL
6871,heliport,Smith Heliport,34,-84,US,US-GA
6872,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,38,-87,US,US-IN
6875,small_airport,Humm Airport,42,-89,US,US-IL
6876,small_airport,Ellis Fly-In Airport,39,-87,US,US-IN
6879,heliport,Falcon Heliport,38,-83,US,US-KY
6880,heliport,Panther Helicopters Inc Heliport,30,-90,US,US-LA
6881,heliport,Hammersmith Heliport,42,-88,US,US-IL
6883,heliport,The Barn Heliport,43,-72,US,US-MA
6884,heliport,Bayview Heliport,39,-77,US,US-MD
6885,heliport,W A Foote Memorial Hospital Heliport,42,-84,US,US-MI
6889,small_airport,Randall Airport,41,-74,US,US-NY
6890,small_airport,Tailwinds Airport,35,-79,US,US-NC
6893,small_airport,Cole Farm Airport,43,-71,US,US-NH
6894,heliport,Chemical Bank - New Jersey Na Heliport,40,-75,US,US-NJ
6895,small_airport,Murphy Field,43,-76,US,US-NY
6896,heliport,Saint Elizabeth Medical Center Heliport,41,-81,US,US-OH
6897,small_airport,Hal Joy Airfield,42,-81,US,US-OH
6898,small_airport,Green Acres Airport,40,-84,US,US-OH
6901,small_airport,Freefall Oz Airport,42,-78,US,US-PA
45764,heliport,Schiavoni Heliport,40,-77,US,US-PA
6902,heliport,Cherokee Island Castle Heliport,40,-80,US,US-PA
6907,small_airport,Hunter STOLport,36,-87,US,US-TN
6910,small_airport,Mount Horeb Field,38,-79,US,US-VA
6915,heliport,Tac X Stagefield Army Heliport,31,-86,US,US-AL
6918,small_airport,Blue Hill Airport,44,-69,US,US-ME
6922,closed,Tnt Heliport,41,-72,US,US-CT
6923,small_airport,Tackaberry Airport,43,-83,US,US-MI
6924,small_airport,Ocean Reef Club Airport,25,-80,US,US-FL
6925,small_airport,Flying G Ranch STOLport,30,-83,US,US-FL
6926,heliport,Southwest Florida Regional Medical Center Heliport,27,-82,US,US-FL
6927,small_airport,Alcovy Airport,34,-84,US,US-GA
6928,seaplane_base,Lake Monroe Seaplane Base,39,-86,US,US-IN
6930,heliport,St Vincent Jennings Hospital Heliport,39,-86,US,US-IN
6931,small_airport,Gray Airport,40,-86,US,US-IN
6934,small_airport,Blue Lick Airport,38,-86,US,US-KY
6935,heliport,Air Oil Inc Nr 1 Heliport,30,-90,US,US-LA
6937,heliport,West Pond Heliport,42,-71,US,US-MA
6938,small_airport,Baugher's Orchard Airport,40,-77,US,US-MD
6939,heliport,Westbrook Heliport,44,-70,US,US-ME
6940,small_airport,Scott Airstrip,44,-85,US,US-MI
6944,small_airport,Bermudian Valley Airpark,40,-77,US,US-PA
6945,small_airport,Hawks Meadow Airport,35,-81,US,US-NC
6946,seaplane_base,Diving Rock Seaplane Base,43,-72,US,US-NH
6947,heliport,Palisades General Hospital Heliport,41,-74,US,US-NJ
6948,heliport,Mmc Heliport,43,-75,US,US-NY
6949,heliport,Tennessee Gas Heliport,40,-82,US,US-OH
45747,small_airport,Folmar Airport,41,-78,US,US-PA
6955,small_airport,Corntassel Airport,36,-84,US,US-TN
6958,small_airport,Alpha Hotel Airport,37,-79,US,US-VA
6959,small_airport,Meadow STOLport,44,-73,US,US-VT
6961,small_airport,Bartell Strip,43,-88,US,US-WI
6964,heliport,Crittenden Regional Hospital Heliport,35,-90,US,US-AR
6966,small_airport,Merrymeeting Field,44,-70,US,US-ME
6970,seaplane_base,Seavair's Landing Seaplane Base,42,-73,US,US-CT
6972,small_airport,Duda Airstrip,27,-81,US,US-FL
6973,small_airport,Sunniland Ranch Airport,27,-81,US,US-FL
6974,small_airport,J. H. Hendrie Farms Airport,27,-81,US,US-FL
6975,heliport,Salt Fork Lodge Heliport,40,-82,US,US-OH
6976,small_airport,Sapelo Island Airport,31,-81,US,US-GA
6978,heliport,Lagrange Hospital Heliport,42,-85,US,US-IN
6979,small_airport,Harms Airstrip,42,-90,US,US-IL
45416,seaplane_base,Winona Lake Seaplane Base,41,-86,US,US-IN
6980,small_airport,Hemmer RLA Restricted Landing Area,38,-89,US,US-IL
6982,small_airport,Boss Airport,37,-85,US,US-KY
6983,heliport,Air Oil Inc Nr 2 Heliport,30,-90,US,US-LA
6984,small_airport,Sauer Airport,41,-88,US,US-IL
6986,small_airport,Wormid Airport,42,-71,US,US-MA
6987,heliport,St Joseph Hospital Heliport,39,-77,US,US-MD
6988,small_airport,Lindbergh Airport,45,-70,US,US-ME
6989,heliport,Sparrow Hospital Heliport,43,-85,US,US-MI
6992,small_airport,Williams Field,35,-90,US,US-MS
6994,small_airport,Keller Brothers Airport,40,-76,US,US-PA
6995,small_airport,Whiteheart Farm Airport,36,-80,US,US-NC
6998,heliport,Memorial Hospital Heliport,44,-71,US,US-NH
6999,heliport,St Barnabas Medical Center Heliport,41,-74,US,US-NJ
7000,small_airport,Md1 Airport,41,-75,US,US-NY
7001,small_airport,Kenley Airport,41,-81,US,US-OH
7004,heliport,Pocono Raceway Heliport,41,-75,US,US-PA
7005,heliport,Thomson Heliport,40,-76,US,US-PA
7006,small_airport,Richmond Airport,41,-72,US,US-RI
7012,small_airport,Springwood Airstrip,38,-80,US,US-VA
7014,closed,Pierick Airport,43,-90,US,US-WI
7021,small_airport,Placid Lakes Airport,27,-81,US,US-FL
7022,small_airport,Cheryl-Lane Landings Airport,29,-82,US,US-FL
7023,small_airport,Sunnybreeze Airport,27,-82,US,US-FL
7024,small_airport,Sunbelt Strip,31,-84,US,US-GA
7028,small_airport,Gibbons Field,38,-86,US,US-IN
7029,heliport,Silver Cross Hospital Heliport,42,-88,US,US-IL
7030,small_airport,Gordon Airport,41,-85,US,US-IN
7031,heliport,Swedish American Heliport,42,-89,US,US-IL
7033,heliport,Baptist Hospital East Heliport,38,-86,US,US-KY
7034,heliport,Era Helicopters Fourchon Helibase Heliport,29,-90,US,US-LA
7035,small_airport,Pine Hill Airport,42,-89,US,US-IL
7037,small_airport,Kallander Field,42,-72,US,US-MA
7038,small_airport,Perrotti Skyranch Airfield,43,-71,US,US-ME
7039,heliport,Michigan National Guard Headquarters Heliport,43,-85,US,US-MI
7042,small_airport,Airhaven Airport,42,-74,US,US-NY
7043,small_airport,William Irving Lewis Airport,35,-79,US,US-NC
7045,heliport,Stonebridge Farm Helistop,41,-75,US,US-NJ
7046,heliport,Spring Lake Fire Department Heliport,42,-74,US,US-NY
7049,small_airport,Eagle Field,41,-78,US,US-PA
7050,heliport,Hundley Residence Heliport,41,-75,US,US-PA
7053,heliport,Univ of Tennessee Medical Center Heliport,36,-84,US,US-TN
7056,small_airport,Alum Ridge STOLport,37,-80,US,US-VA
7057,heliport,Augusta Medical Center Heliport,38,-79,US,US-VA
7058,heliport,South Capitol Street Heliport,39,-77,US,US-DC
7072,heliport,Huntsville Field,35,-87,US,US-AL
7073,small_airport,Resort Airport,30,-88,US,US-AL
7074,heliport,Clay County Hospital Heliport,33,-86,US,US-AL
7075,heliport,Hospital Pad Heliport,31,-87,US,US-AL
7076,heliport,B.M.C. - De Kalb Heliport,34,-86,US,US-AL
7077,small_airport,Flomaton Airport,31,-87,US,US-AL
7078,heliport,D.W. Mcmillian Memorial Hospital Heliport,31,-87,US,US-AL
7079,heliport,Gadsden Regl Medical Center Heliport,34,-86,US,US-AL
7080,heliport,Brookwood Medical Center Heliport,33,-87,US,US-AL
7081,small_airport,Wilson Creek Airport,35,-88,US,US-AL
7084,small_airport,Mission Field-Marotti Memorial Airport,35,-90,US,US-AR
7099,small_airport,Brewer Airport,45,-69,US,US-ME
7100,small_airport,Warren-Sugarbush Airport,44,-73,US,US-VT
7102,small_airport,Hinckley Airport,42,-89,US,US-IL
7103,small_airport,Canadian Lakes Airport,44,-85,US,US-MI
7104,small_airport,Grandpas' Farm Mendota Airport,42,-89,US,US-IL
7105,small_airport,Cushing Field Ltd Airport,42,-89,US,US-IL
7106,heliport,Coach & Paddock Heliport,41,-75,US,US-NJ
7147,heliport,Sharon Hospital Heliport,42,-73,US,US-CT
7148,heliport,Bristol-Myers Squibb Company Heliport,41,-73,US,US-CT
7149,heliport,Windham Hospital Heliport,42,-72,US,US-CT
7150,heliport,N B G H Heliport,42,-73,US,US-CT
7151,heliport,Burke Heliport,42,-73,US,US-CT
7152,heliport,St Francis Hospital Heliport,42,-73,US,US-CT
7153,heliport,Middletown Heliport,42,-73,US,US-CT
7154,heliport,Bridgeport Hospital Heliport,41,-73,US,US-CT
7155,heliport,Danbury Hospital Heliport,41,-73,US,US-CT
7156,heliport,Hartford Hospital Heliport,42,-73,US,US-CT
7158,small_airport,Ada Airport,41,-84,US,US-OH
7160,heliport,Doral Resort & Country Club Heliport,26,-80,US,US-FL
7161,small_airport,Frierson Grove Airport,27,-82,US,US-FL
45349,heliport,Doctors Memorial Hospital #2 Heliport,30,-84,US,US-FL
7162,small_airport,Big 'G' Airport,29,-81,US,US-FL
7163,heliport,Panhandle Helicopter Llc Heliport,30,-86,US,US-FL
7164,heliport,Dolphin Stadium Heliport,26,-80,US,US-FL
7165,small_airport,Dugger Field,30,-86,US,US-FL
7166,heliport,Cloverleaf Farms Ii Inc. Heliport,29,-82,US,US-FL
7167,small_airport,Breezy Knoll Airport,31,-86,US,US-FL
7168,seaplane_base,Fulton Seaplane Base,28,-80,US,US-FL
7169,small_airport,Joy Farms Airport,31,-86,US,US-FL
7170,small_airport,Harper's Fly-In Ranch Airport,27,-81,US,US-FL
7171,small_airport,Thompson Airfield,30,-83,US,US-FL
7172,seaplane_base,Alligator Drink Seaplane Base,29,-81,US,US-FL
7173,heliport,Old Town Ems Heliport,30,-83,US,US-FL
7174,heliport,Jackson Heliport,31,-85,US,US-FL
7175,seaplane_base,Lake Conway South Seaplane Base,28,-81,US,US-FL
7176,small_airport,Stanchester Airport,28,-82,US,US-FL
7177,heliport,Wcpx Tv-6 Heliport,29,-81,US,US-FL
7178,seaplane_base,Gary Gale Seaplane Base,30,-82,US,US-FL
7179,small_airport,Mc Daniel Ranch Inc. Airport,26,-81,US,US-FL
7180,small_airport,North Buffalo Suburban Airport,43,-79,US,US-NY
7181,seaplane_base,Grand Marais/Cook County Seaplane Base,48,-90,US,US-MN
7182,small_airport,Halls Flying Ranch Airport,33,-84,US,US-GA
7183,small_airport,Mustang Field,34,-83,US,US-GA
7184,small_airport,"Airnautique, Inc. Airport",34,-83,US,US-GA
7185,small_airport,Ayresouth Airport,34,-85,US,US-GA
7186,small_airport,Paradise Falls Airport,34,-84,US,US-GA
7187,heliport,Big Canoe Heliport,34,-84,US,US-GA
7188,small_airport,Sunset Strip,34,-84,US,US-GA
7189,small_airport,Hickory Level Airfield,34,-85,US,US-GA
7190,small_airport,Paso Fino Farm Airport,31,-83,US,US-GA
7191,small_airport,Roberta Industrial Park Airport,33,-84,US,US-GA
7192,small_airport,Pinewood Airport,34,-85,US,US-GA
7193,small_airport,Crystal Lake Airpark,32,-83,US,US-GA
7194,small_airport,Lookout Mountain Airport,35,-85,US,US-GA
7195,small_airport,Pecan Patch Airstrip,33,-84,US,US-GA
7196,small_airport,Mountain Airpark,35,-84,US,US-GA
7197,small_airport,Carpenter Airport,34,-82,US,US-GA
7198,small_airport,Pegasus Ranch Airport,33,-82,US,US-GA
7200,small_airport,Brazil Clay County Airport,39,-87,US,US-IN
7218,small_airport,Chuck's Airport,40,-85,US,US-IN
7219,small_airport,Unsicker Airport,40,-86,US,US-IN
7220,small_airport,Creighton Airport,41,-86,US,US-IN
7221,small_airport,Miller Strip,41,-86,US,US-IN
7222,small_airport,Marshall Field,41,-87,US,US-IN
7223,small_airport,Kropf Airport,42,-86,US,US-IN
7224,small_airport,Frost Field,40,-86,US,US-IN
7225,small_airport,Sutton's Field,41,-87,US,US-IN
7226,small_airport,Winters Airport,40,-87,US,US-IN
7227,heliport,Hamilton Memorial Hospital Heliport,38,-89,US,US-IL
7228,heliport,Loyola University Medical Center Heliport,42,-88,US,US-IL
45950,small_airport,Griffin Airport,39,-89,US,US-IL
7229,small_airport,Flying B Ranch Airport,40,-88,US,US-IL
7230,heliport,Good Samaritan Hospital Heliport,42,-88,US,US-IL
7231,heliport,Kishwaukee Community Hospital Heliport,42,-89,US,US-IL
7232,small_airport,Walter Airport,42,-89,US,US-IL
7233,small_airport,Jack W. Watson Airport,42,-89,US,US-IL
7234,small_airport,Snider Field,39,-88,US,US-IN
7235,small_airport,The Lazy K Airport,41,-85,US,US-IN
7236,small_airport,Graves Landing Strip,41,-87,US,US-IN
7237,small_airport,Air Park Field,41,-85,US,US-IN
7238,small_airport,Byrne Field,38,-86,US,US-IN
7239,heliport,Roto-Whirl/Holiday Heliport,40,-86,US,US-IN
7240,heliport,Roto-Whirl/Vantage Heliport,40,-86,US,US-IN
7241,small_airport,Parrish Airport,38,-88,US,US-IN
7243,heliport,Evanston/Glenbrook Heliport,42,-88,US,US-IL
7244,small_airport,Cady Aerial RLA Restricted Landing Area,42,-90,US,US-IL
7245,small_airport,Dawson Farms Airport,40,-89,US,US-IL
7246,heliport,Dongola Heliport,37,-89,US,US-IL
7248,heliport,Bernardin Heliport,42,-89,US,US-IL
7249,small_airport,Abbeville Municipal Airport,32,-85,US,US-AL
7250,small_airport,Flying Ten Airport,30,-83,US,US-FL
7260,small_airport,Owen Air Park,39,-85,US,US-KY
7261,small_airport,Arnemann Farms Airport,37,-87,US,US-KY
7262,heliport,Mgt Station 2105 Heliport,38,-87,US,US-KY
7263,heliport,Tennessee Gas Heliport,39,-84,US,US-KY
7264,small_airport,Cambron Field,38,-87,US,US-KY
7265,small_airport,Falin Landing Strip,37,-86,US,US-KY
7266,heliport,Tennessee Gas Heliport,38,-83,US,US-KY
7267,small_airport,Clinton-Hickman County Airport,37,-89,US,US-KY
7268,small_airport,Sky Airport,37,-84,US,US-KY
7269,heliport,Pine Mountain Aero Heliport,37,-83,US,US-KY
7278,heliport,Conoco Inc Heliport,29,-90,US,US-LA
7279,heliport,Freeport Sulphur Heliport,29,-90,US,US-LA
7280,heliport,Exxon Heliport,29,-90,US,US-LA
7283,small_airport,Kaufield Airport,42,-89,US,US-IL
7284,small_airport,Jerseyville Aviation Inc Airport,39,-90,US,US-IL
7285,small_airport,Murk's Strip,41,-90,US,US-IL
7286,small_airport,Koenig Airport,39,-90,US,US-IL
7287,small_airport,Flaherty Field,41,-89,US,US-IL
7288,small_airport,Busboom RLA Restricted Landing Area,40,-88,US,US-IL
7289,small_airport,Gord Airport,42,-89,US,US-IL
7290,heliport,Hospital Heliport,42,-89,US,US-IL
7291,heliport,Savanna Army Depot Helipad,42,-90,US,US-IL
7294,heliport,Evergreen Fourchon Heliport,29,-90,US,US-LA
7295,heliport,Evergreen Venice Heliport,29,-89,US,US-LA
7302,heliport,Massachusetts General Hospital Heliport,42,-71,US,US-MA
7303,heliport,Healthalliance Hospital-Leominster Heliport,43,-72,US,US-MA
7304,heliport,Reh Heliport,42,-71,US,US-MA
7305,heliport,Boston Medical Center Hospital Heliport,42,-71,US,US-MA
7306,heliport,Brockton Usar Center Heliport,42,-71,US,US-MA
7307,heliport,Wbz Heliport,42,-71,US,US-MA
7308,heliport,Textron/Everett Heliport,42,-71,US,US-MA
7309,heliport,Lleia Kyle O'Meara Heliport,43,-72,US,US-MA
7310,heliport,Baltimore Washington Medical Center Heliport,39,-77,US,US-MD
7311,small_airport,Taylor Field,39,-76,US,US-MD
7312,small_airport,Squier Landing Airport,38,-77,US,US-MD
7313,heliport,The Johns Hopkins Hospital Heliport,39,-77,US,US-MD
7314,small_airport,Pond View Private Airport,39,-76,US,US-MD
7315,heliport,Greater Laurel Beltsville Hospital Heliport,39,-77,US,US-MD
7316,small_airport,Walters Airport,39,-77,US,US-MD
7317,heliport,The Aspen Institute Heliport,39,-76,US,US-MD
7318,heliport,Security Ford Heliport,39,-77,US,US-MD
7319,heliport,Calvert Memorial Hospital Heliport,39,-77,US,US-MD
45455,small_airport,Peasley Field,45,-68,US,US-ME
7320,heliport,Sumner Heliport,43,-86,US,US-MI
7321,small_airport,Sugar Springs Airport,44,-84,US,US-MI
7322,small_airport,Stier Airstrip,45,-84,US,US-MI
7323,small_airport,Kelleys Airport,45,-84,US,US-MI
7324,small_airport,Lesterson Field,46,-87,US,US-MI
7325,small_airport,Young's Airport,46,-85,US,US-MI
7326,heliport,Four Star Heliport,42,-83,US,US-MI
7327,small_airport,Twin Lakes Airport,45,-84,US,US-MI
7328,heliport,Henry Ford Hospital Heliport,42,-83,US,US-MI
7348,heliport,Emerson Heliport,39,-90,US,US-MO
7349,small_airport,Topton Air Estates Airport,32,-89,US,US-MS
7351,small_airport,Morgan Field,32,-89,US,US-MS
